EntrezGene ID	Associated Gene Name
200634	KRTCAP3
4125	MAN2B1
100874253	LINC00853
29890	RBM15B
84255	SLC37A3
55585	UBE2Q1
5903	RANBP2
6348	CCL3
503639	DUXAP9
101928820	RP11-30P6.6
4609	MYC
22928	SEPHS2
101929210	RP11-363G15.2
100131608	PRR23D1
102465255	MIR6512
90332	EXOC3L2
169714	QSOX2
100616430	MIR4644
100500873	MIR3934
2936	GSR
574473	MIR520B
83690	CRISPLD1
197322	ACSF3
9895	TECPR2
7710	ZNF154
5104	SERPINA5
57657	HCN3
102465495	MIR6824
100847049	MIR4999
64285	RHBDF1
406938	MIR146A
441294	CTAGE15
100616189	MIR4421
100033799	SNORD115-22
100124536	SNORA38B
100616176	MIR4708
102465667	MIR7110
79165	LENG1
100113379	SNORD121A
677838	SNORA61
100130017	FTLP10
1143	CHRNB4
100616304	MIR4499
102465537	MIR6891
93233	CCDC114
100302172	MIR1258
100302237	MIR1281
8930	MBD4
2770	GNAI1
442894	MIR302B
407008	MIR223
2766	GMPR
100847030	MIR548AT
101929413	RP4-697P8.3
100313772	MIR548M
101929460	RP3-495K2.2
1258	CNGB1
407000	MIR218-1
102464834	MIR6085
406945	MIR153-2
103504727	MIR6724-2
102465881	MIR8087
100302191	MIR548I4
9122	SLC16A4
2119	ETV5
407043	MIR7-1
154214	RNF217
677833	SNORA54
102466866	MIR7853
100422905	MIR4311
100302201	MIR1228
56126	PCDHB10
10471	PFDN6
767594	SNORD114-16
102466197	MIR6810
100873998	MEIS1-AS2
102465908	MIR6770-2
102466812	MIR6511A2
100124534	SNORA84
100422879	MIR3124
692210	SNORD93
100033436	SNORD116-25
6085	RNY3
100847026	MIR5006
102465476	MIR6795
100422888	MIR4264
100302193	MIR1255A
100616125	MIR4731
768216	MIR454
406993	MIR211
653282	CT47A7
100616490	MIR4706
102465500	MIR6833
100422971	MIR4312
100847084	MIR548AP
84823	LMNB2
100873857	SNORD115-46
767606	SNORD114-26
693172	MIR587
100422998	MIR3199-1
100423034	MIR3199-1
102465501	MIR6834
103504729	MIR3179-4
100847007	MIR5696
112724	RDH13
79143	MBOAT7
26801	SNORD48
100616236	MIR4669
100847093	MIR5589
100033444	SNORD115-7
6880	TAF9
102157402	TAF9
139189	DGKK
80231	CXorf21
26784	SNORA64
3224	HOXC8
102466719	MIR6716
100500870	MIR3926-2
100422886	MIR3179-2
103504733	MIR6724-4
574497	MIR527
692233	SNORD117
100422979	MIR4324
102466985	MIR6837
693182	MIR597
574463	MIR519E
100008587	RNA5-8S5
100500814	MIR3616
767592	SNORD114-14
406916	MIR128-2
5698	PSMB9
128866	CHMP4B
51206	GP6
100616218	MIR3135B
574461	MIR520E
54893	MTMR10
100616182	MIR4500
102466727	MIR6749
869	CBLN1
100500859	MIR3921
26811	SNORD55
4599	MX1
100616230	MIR4646
26812	SNORD37
692149	SCARNA14
100422983	MIR4314
102465254	MIR6509
100422944	MIR3186
768212	MIR758
100616450	MIR548AG1
100616225	MIR4756
100616500	MIR4683
27316	RBMX
100422965	MIR4263
693155	MIR570
100616403	MIR4691
677844	SNORA78
102465875	MIR8077
677835	SNORA56
677808	SNORA23
26080	FAM230C
100846991	MIR5197
55655	NLRP2
677805	SNORA18
100616186	MIR4490
100847019	MIR5687
26783	SNORA65
406941	MIR149
100422956	MIR3180-2
267010	RNU12
102466734	MIR6783
100616378	MIR4784
29995	LMCD1
101927459	LINC01608
100126301	MIR509-2
442892	MIR148B
10915	TCERG1
407016	MIR26A2
26785	SNORD63
677799	SNORA11
2339	FNTA
9437	NCR1
100500855	MIR3713
8225	GTPBP6
100616404	MIR4515
100126306	MIR888
693154	MIR569
102466720	MIR6720
100126342	MIR892A
10068	IL18BP
26505	CNNM3
406998	MIR216A
693228	MIR643
693226	MIR641
407011	MIR23B
100616164	MIR4420
692206	SNORD90
100616132	MIR4728
677820	SNORA38
1979	EIF4EBP2
100302178	MIR1295A
100616498	MIR378E
7203	CCT3
406981	MIR19B2
26824	RNU11
103695436	LINC01269
406944	MIR153-1
105374580	U51244.2
1616	DAXX
10004	NAALADL1
100302196	MIR1234
100616398	MIR4681
100616276	MIR4538
203611	CDY2B
79576	NKAP
100423031	MIR4321
100126329	MIR941-5
100126352	MIR941-5
103504732	MIR941-5
100126356	MIR365B
100616495	MIR2392
100500801	MIR3659
100616178	MIR4641
102466198	MIR6817
100616228	MIR4509-2
2979	GUCA1B
692086	SNORD17
170689	ADAMTS15
677776	SCARNA8
102465252	MIR6506
1353	COX11
100124540	SNORA11C
100422889	MIR3194
102465511	MIR6848
102464831	MIR6080
677834	SNORA55
100422892	MIR3157
677794	SNORA2B
102465539	MIR6895
102466192	MIR6750
102466162	MIR548AZ
102465533	MIR6885
102466731	MIR6769A
100423006	MIR3179-3
116512	MRGPRD
338428	SNORD109A
100500852	MIR3180-4
102465463	MIR6772
100616300	MIR4710
102466733	MIR6778
51112	TRAPPC12
100616331	MIR4650-2
100302168	MIR1257
100616140	MIR4506
100500865	MIR3936
100616264	MIR4527
101060684	NBPF26
100500833	MIR3653
115123	MARCH3
8711	TNK1
677763	SCARNA21
103504736	MIR8069-2
653073	GOLGA8J
653720	GOLGA8J
728498	GOLGA8J
105378732	RP4-784A16.5
102465668	MIR7111
100616431	MIR4431
100616435	MIR4801
25940	FAM98A
100616246	MIR4799
100616457	MIR4693
100422952	MIR4271
374907	B3GNT8
102465257	MIR6514
378706	Metazoa_SRP
100616128	MIR4679-1
100616192	MIR4679-1
344022	NOTO
102465437	MIR6731
100616341	MIR4435-2
100422896	MIR3140
79613	TANGO6
8227	AKAP17A
100616177	MIR4419A
101410545	STPG2-AS1
51725	FBXO40
100506013	APELA
677817	SNORA36A
128218	TMEM125
100847085	MIR5706
9655	SOCS5
100500839	MIR3686
102466972	MIR6508
245939	DEFB128
101929261	CTD-2296D1.2
102466190	MIR6721
26519	TIMM10
100126329	MIR941-4
100126330	MIR941-4
100126352	MIR941-4
144486	CEP83-AS1
56658	TRIM39
202658	TRIM39
693191	MIR606
353511	PKD1P6
100422823	MIR4300
442902	MIR330
100616333	MIR3689C
3803	KIR2DL2
102466874	MIR8057
100500811	MIR3621
102465492	MIR6820
100500821	MIR3910-1
56662	VTRNA1-3
100033443	SNORD115-6
100422830	MIR3171
6218	RPS17
3447	IFNA13
677797	SNORA7B
677837	SNORA60
80737	VWA7
100847075	MIR5685
337976	KRTAP20-2
56979	PRDM9
389362	PSMG4
100500835	MIR3907
100126319	MIR216B
8449	DHX16
729665	CCDC175
677825	SNORA44
100313842	MIR2276
693233	MIR648
102465525	MIR6870
140881	DEFB129
56888	KCMF1
407002	MIR219A1
4888	NPY6R
440757	LINC00851
100169758	RNA5S7
129790	LINC01006
8220	DGCR14
100423030	MIR3126
100422924	MIR4303
406982	MIR20A
100313829	MIR548O
199713	NLRP7
5581	PRKCE
26255	PTTG3P
100423029	MIR3163
102465993	MIR7847
102466251	MIR8061
4758	NEU1
402778	IFITM10
1238	ACKR2
340168	DPPA5
100500802	MIR3685
100616469	MIR4429
102465246	MIR6499
445347	TRGC1
5304	PIP
730013	ABCC6P2
595100	SNORD18C
100500916	MIR3180-5
100533105	C8orf44-SGK3
101929478	LINGO1-AS2
115795	FANCD2OS
692091	SNORD23
100500803	MIR3919
100616417	MIR4786
26832	RNU5B-1
1263	PLK3
100616373	MIR4770
406962	MIR186
93474	ZNF670
677810	SNORA26
6138	RPL15
100422866	MIR3115
54780	NSMCE4A
100033441	SNORD115-4
201229	LYRM9
253018	HCG27
100500840	MIR3656
407018	MIR27A
102465446	MIR6746
143872	ARHGAP42
255403	ZNF718
100302265	MIR1283-1
26797	SNORD52
100033816	SNORD115-42
102465256	MIR6513
100422919	MIR1302-11
6917	TCEA1
100874002	OXCT1-AS1
259296	TAS2R50
100500864	MIR3929
126014	OSCAR
10321	CRISP3
100422874	MIR4279
102466745	MIR6832
10466	COG5
100616480	MIR4479
100033435	SNORD116-24
3263	HPX
102465248	MIR6501
101928287	LINC01285
84692	CCDC54
101927143	RP11-365O16.3
100033414	SNORD116-2
84443	FRMPD3
84616	KRTAP4-4
677818	SNORA36B
8754	ADAM9
102465472	MIR6787
27120	DKKL1
100313938	MIR548G
654322	SNORA13
100302226	MIR1238
728072	CT47A5
133060	OTOP1
574469	MIR519B
340390	WDR97
100616382	MIR4509-3
26716	OR2H1
338755	OR2AG2
101928539	RP11-478P10.1
100616188	MIR3972
100422989	MIR3155A
57674	RNF213
100126320	MIR920
102465480	MIR6800
100616118	MIR4486
23120	ATP10B
100126336	MIR208B
79166	LILRP2
8822	FGF17
284415	VSTM1
100313838	MIR764
5644	PRSS1
6029	RN7SL1
767599	SNORD114-21
102465449	MIR6751
9972	NUP153
100616149	MIR4512
100500886	MIR3683
51156	SERPINA10
26869	RNU1-3
102466657	MIR6505
94033	FTMT
56005	MYDGF
3797	KIF3C
7052	TGM2
619570	SNORD95
26152	ZNF337
100422957	MIR3131
100422959	MIR4268
100422844	MIR3118-3
148206	ZNF714
100500809	MIR23C
100500820	MIR3655
101929297	RP4-655C5.4
102466880	MIR8088
100616203	MIR4734
29844	TFPT
100616441	MIR4474
9907	AP5Z1
494335	MIR423
100526767	RNF103-CHMP3
359	AQP2
65243	ZFP69B
401093	MBNL1-AS1
158833	AWAT1
100126340	MIR944
165631	PARP15
414196	CELF2-AS1
57189	KIAA1147
79690	GAL3ST4
340205	TREML1
101928661	RP11-715G15.1
6928	HNF1B
677767	SCARNA7
26831	RNU5A-1
693144	MIR559
677778	SCARNA15
767593	SNORD114-15
1136	CHRNA3
100616339	MIR548AE2
102465861	MIR8055
100302190	MIR1976
100313841	MIR548Q
441864	TARM1
101927694	RP13-653N12.2
1351	COX8A
353513	VCY1B
100505915	RP11-72I8.1
101928682	RP11-178L8.5
692209	SNORD92
677814	SNORA31
100847088	MIR5586
105374896	RP4-529N6.2
149086	LINC01225
100616383	MIR4675
100616165	MIR4771-2
196500	PIANP
64112	MOAP1
101340251	SNORD124
100847040	MIR5704
51594	NBAS
90025	UBE3D
594838	SNORD100
619564	SNORD72
9656	MDC1
100313771	MIR548F2
100423025	MIR3198-1
3106	HLA-B
767611	SNORD114-30
9730	VPRBP
102465944	MIR6072
100423016	MIR3159
100616347	MIR548AI
389831	AC011043.1
102723360	AC011043.1
102724219	AC011043.1
102724441	AC011043.1
102724843	AC011043.1
102724951	AC011043.1
574460	MIR498
692085	SNORD45C
102465490	MIR6816
102465536	MIR6890
100616298	MIR4419B
5817	PVR
390245	KDM4E
100302148	MIR1263
100302126	MIR1471
103504738	MIR6859-4
442914	MIR369
407044	MIR7-2
100847042	MIR5572
25853	DCAF12
100313914	MIR548J
389434	IYD
100313895	MIR548F4
4012	LNPEP
9698	PUM1
101928708	RP11-899L11.1
100422926	MIR3137
3987	LIMS3L
100288695	LIMS3L
100616255	MIR4662A
102465521	MIR6864
102465136	MIR378J
102465856	MIR7974
100422835	MIR3183
402055	SRRD
103625684	RNU6-2
100422904	MIR3193
1474	CST6
100381270	ZBED6
26771	SNORD102
164091	PAQR7
255919	CNEP1R1
677819	SNORA37
142683	ITLN2
54716	SLC6A20
100616157	MIR4772
102465494	MIR6823
100302133	MIR1287
406972	MIR196A1
54660	PCDHB18P
147948	ZNF582
100500898	MIR3927
105379554	AC145212.4
11149	BVES
100033447	SNORD115-10
100500884	MIR3681
692199	SNORD84
6477	SIAH1
837	CASP4
102465835	MIR7845
100422880	MIR3162
9231	DLG5
284551	LINC01226
693173	MIR588
406897	MIR105-1
100616153	MIR4726
100379224	AC084219.4
574515	MIR510
54033	RBM11
574494	MIR521-1
101954264	RNVU1-4
101954268	RNVU1-4
100500867	MIR3684
100422973	MIR3169
5158	PDE6B
441631	TSPAN11
400798	C1orf220
406932	MIR140
100616426	MIR4694
338429	SNORD109B
56663	VTRNA1-2
100616117	MIR4653
693193	MIR608
102466879	MIR8083
692109	SNORD69
100847005	MIR5701-2
100616344	MIR3689D2
26807	SNORD43
100616231	MIR4519
414236	C10orf55
147645	VSIG10L
22937	SCAP
30846	EHD2
100422975	MIR4252
100500888	MIR3940
677831	SNORA51
23466	CBX6
100302242	MIR1236
100313773	MIR548H2
100422839	MIR3119-1
100423010	MIR3119-1
84669	USP32
102465878	MIR8082
102465435	MIR6727
100422824	MIR3128
1797	DXO
388701	C1orf189
100423037	MIR3176
406980	MIR19B1
8334	HIST1H2AC
5184	PEPD
100036564	SNORD115-27
677839	SNORA71C
100616425	MIR4748
100616113	MIR4680
100847015	MIR5691
79825	EFCC1
100302179	MIR1270
102466247	MIR1273H
100313923	MIR449C
692092	SNORD32B
57498	KIDINS220
100423014	MIR3196
100033448	SNORD115-11
26121	PRPF31
102464833	MIR6084
102466191	MIR6736
100616350	MIR4660
100422883	MIR4325
261726	TIPRL
100616288	MIR4665
100847086	MIR5699
100616326	MIR4636
100616159	MIR4779
100616194	MIR4477B
79042	TSEN34
100500813	MIR3646
693212	MIR627
3111	HLA-DOA
693125	MIR548A1
100500877	MIR3923
100423017	MIR3139
100616217	MIR1254-2
100616464	MIR4778
102465510	MIR6847
692057	SNORD12
114825	PWWP2A
3010	HIST1H1T
55602	CDKN2AIP
102466738	MIR6798
100423000	MIR3161
23769	FLRT1
79791	FBXO31
102465431	MIR6722
102465452	MIR6755
102465882	MIR8089
692111	SNORD71
574475	MIR526A1
768219	MIR802
102466740	MIR6808
100500862	MIR3648-1
574030	MIR362
79000	AUNIP
574451	MIR432
677849	SNORD1B
116938	SNORD83B
4696	NDUFA3
100616338	MIR4794
100616471	MIR4798
100313822	MIR513B
55670	PEX26
693164	MIR579
692110	SNORD70
100616452	MIR2682
102465693	MIR7158
4864	NPC1
8724	SNX3
57504	MTA3
7014	TERF2
664709	HNRNPA1P48
100036565	SNORD115-28
102724788	AC007325.2
100616470	MIR4488
407027	MIR301A
406965	MIR190A
427	ASAH1
100033453	SNORD115-15
407048	MIR92A1
574482	MIR520D
767568	SNORD113-8
100422860	MIR4292
103504737	MIR8485
977	CD151
100616358	MIR4800
26782	SNORA66
100616171	MIR4752
102466876	MIR8068
574476	MIR520C
51719	CAB39
100033821	SNORD116-29
100302210	MIR1909
693229	MIR644A
100169768	RNA5S17
102466204	MIR6880
406901	MIR107
2538	G6PC
693225	MIR640
100500899	MIR3692
677827	SNORA46
100422943	MIR3189
407036	MIR32
102466747	MIR6840
100616394	MIR4444-1
100033818	SNORD115-44
4485	MST1
102465453	MIR6756
406978	MIR199B
693195	MIR610
102465445	MIR6743
102465251	MIR6504
100302174	MIR1307
100616395	MIR4789
342510	CD300E
8483	CILP
6060	RNU1-4
692226	SNORD96B
406979	MIR19A
574409	MIR329-2
102465467	MIR6779
100616282	MIR4738
26799	SNORD50A
654320	SNORA8
1675	CFD
407031	MIR30C1
100847050	MIR5191
100126338	MIR937
693200	MIR615
100506376	TTLL10-AS1
100423019	MIR4307
724033	MIR663A
6048	RNF5
100302258	MIR1469
100422867	MIR378C
100422929	MIR4261
693127	MIR548A3
102466806	MIR7108
100302283	MIR1227
100616380	MIR4671
28992	MACROD1
100847032	MIR5707
4580	MTX1
57501	KIAA1257
100147744	RNU7-1
693181	MIR596
102465832	MIR7843
693178	MIR593
6203	AC012314.3
100423027	MIR4266
100169755	RNA5S4
100616290	MIR4529
102465429	MIR6511B1
693143	MIR558
100422850	MIR548V
100126321	MIR922
102465451	MIR6753
100616274	MIR4802
767581	SNORD114-5
101954269	RNVU1-17
100302263	MIR1908
728228	LINC01433
100616216	MIR4797
693176	MIR591
102466721	MIR892C
100033433	SNORD116-22
100302212	MIR1324
574040	SNORA6
100422938	MIR3142
103695431	LINC01048
677815	SNORA34
6304	SATB1
574042	SNORA10
64735	LINC00254
406951	MIR16-2
677774	SCARNA1
102465538	MIR6892
724027	MIR657
149018	LELP1
100302270	MIR1305
692106	SNORD65
100302243	MIR1972-1
7272	TTK
101929351	CDC37L1-AS1
101928468	AC079355.1
7512	XPNPEP2
58493	INIP
406973	MIR196A2
693217	MIR632
100616160	MIR4655
100847080	MIR5190
140597	TCEAL2
100313779	MIR2117
406950	MIR16-1
100500911	MIR3944
1108	CHD4
26816	SNORD35A
102465450	MIR6752
100422947	MIR3122
254528	MEIOB
221662	RBM24
26793	SNORD56
5328	PLAU
102465432	MIR6723
102466728	MIR6754
10136	CELA3A
100313777	MIR670
100423020	MIR4258
574474	MIR518B
100616463	MIR4452
100423015	MIR4289
130872	AHSA2
102465868	MIR8066
574433	MIR412
677801	SNORA14A
9301	SNORD27
11118	BTN3A2
406912	MIR125B2
407015	MIR26A1
100847035	MIR548AR
100313830	MIR548H1
100616237	MIR4640
100616385	MIR4732
100313884	MIR548H4
102465855	MIR7973-2
102466250	MIR7973-2
100422994	MIR4267
102466268	MIR6511A1
102465910	MIR6859-3
100190949	C5orf52
283116	TRIM49B
100616321	MIR378G
1299	COL9A3
26778	SNORA70
84501	SPIRE2
100616141	MIR4428
6083	SNORD21
677826	SNORA45B
102465461	MIR6770-1
103504726	MIR3670-3
102464837	MIR6089
100616174	MIR4643
57621	ZBTB2
102465249	MIR6502
677772	SCARNA6
767566	SNORD113-6
64711	HS3ST6
574456	MIR497
100033425	SNORD116-13
102466918	MIR8059
102466201	MIR6853
100616402	MIR4696
102465471	MIR6786
1674	DES
693166	MIR581
102466259	MIR6770-3
767612	SNORD114-31
102465523	MIR6867
388697	HRNR
100616142	MIR4458
407054	MIR98
84067	FAM160A2
102465906	MIR7112
100847083	MIR548AV
102464828	MIR6076
84437	MSANTD4
401172	FLJ33360
102465141	MIR6165
664614	MIR545
574410	MIR323B
147798	TMC4
154150	HDGFL1
100616376	MIR4492
100422949	MIR3118-2
693230	MIR645
406893	MIR101-1
102465491	MIR6819
100616377	MIR4803
100616252	MIR548AJ2
9583	ENTPD4
102466737	MIR6793
285407	ALG1L9P
100616183	MIR4513
100126327	MIR938
100422969	MIR2909
102466081	MIR5739
100616289	MIR4475
6084	RNY1
100423042	MIR4276
219482	OR5M3
406923	MIR133A2
102466878	MIR8078
5475	PPEF1
677777	SCARNA12
102465496	MIR6826
100187716	MIR1224
677803	SNORA15
100302192	MIR548F1
100616453	MIR4687
677812	SNORA29
145741	C2CD4A
102465838	MIR7850
693204	MIR619
102464826	MIR6073
692201	SNORD86
5436	POLR2G
177	AGER
100302177	MIR1269A
102465135	MIR6128
406931	MIR139
206338	LVRN
26775	SNORA72
677828	SNORA47
102466722	MIR6730
100422935	MIR3118-4
102464823	MIR6068
723778	MIR650
338324	S100A7A
677846	SNORA80A
100126333	MIR708
442917	MIR372
55692	LUC7L
1060	CENPC
100500841	MIR3678
100616305	MIR548AE1
55421	NCBP3
100616154	MIR4466
693124	MIR532
102465977	MIR6829
347694	ECEL1P2
102465532	MIR6883
100616206	MIR4652
100422927	MIR4291
100422898	MIR4255
693162	MIR577
100169757	RNA5S6
102465447	MIR6747
677766	SCARNA2
84220	RGPD5
729540	RGPD5
100033449	SNORD115-12
4849	CNOT3
85449	KIAA1755
100302159	MIR548F3
642361	RP11-182L21.6
100422967	MIR3146
693175	MIR590
574449	MIR492
102465434	MIR6726
100126337	MIR509-3
440888	ACTR3BP2
196410	METTL7B
767583	SNORD114-7
102723502	AC136352.4
102724631	AC136352.4
7596	ZNF45
102724532	RP11-6N17.4
100500844	MIR3664
100616152	MIR4804
100302225	MIR2053
677823	SNORA80E
692203	SNORD88B
692053	SNORD9
100616413	MIR4462
114599	SNORD15B
100126332	MIR943
100847021	MIR5002
574445	MIR511
100616491	MIR3978
100302223	MIR1302-8
55971	BAIAP2L1
100616317	MIR4777
100616260	MIR4663
102465482	MIR6804
100616120	MIR4695
100500889	MIR3657
100033813	SNORD115-39
692075	SNORD6
693156	MIR571
100302195	MIR320C2
1460	CSNK2B
693222	MIR637
100616184	MIR4477A
148709	RP11-480I12.9
100616405	MIR4518
100616318	MIR4664
94162	SNORD38A
26791	SNORD58A
100616242	MIR4673
100847057	MIR5189
693189	MIR604
10197	PSME3
377841	ENTPD8
100126351	MIR939
100302112	MIR1284
100616144	MIR548AN
100169756	RNA5S5
84066	TEX35
100616122	MIR4523
100616499	MIR4435-1
100616371	MIR4746
57835	SLC4A5
100616133	MIR4699
27244	SESN1
201799	TMEM154
100033418	SNORD116-6
102465502	MIR6835
102465457	MIR6762
100616447	MIR4780
407045	MIR7-3
407007	MIR222
4335	MNT
56901	NDUFA4L2
79937	CNTNAP3
100126329	MIR941-1
100847018	MIR5585
100422916	MIR3201
574517	MIR514A2
343099	CCDC18
1730	DIAPH2
57414	RHBDD2
285966	TCAF2
100033454	SNORD115-16
692158	SNORA57
102724728	AC007325.1
574496	MIR519A1
102465665	MIR7107
26795	SNORD54
9303	SNORD25
102465509	MIR6846
100302157	MIR1185-1
100616315	MIR4781
100846996	MIR5007
574514	MIR509-1
100422878	MIR3168
767579	SNORD114-3
100616280	MIR4503
100616229	MIR4473
100313770	MIR548K
121549	ASCL4
100500824	MIR3650
132789	GNPDA2
102723532	AC171558.1
105369274	AC171558.1
26788	SNORD60
100616223	MIR4509-1
100616397	MIR4440
5663	PSEN1
102466199	MIR6825
100422853	MIR3182
100422993	MIR3130-1
100423002	MIR3130-1
8479	HIRIP3
693136	MIR551B
100422870	MIR3180-1
100423009	MIR4329
406928	MIR137
80173	IFT74
406900	MIR106B
102465484	MIR6806
100033803	SNORD115-29
100033603	SNORD115-21
29057	FAM156A
768218	MIR766
100616119	MIR4697
100422940	MIR4305
693192	MIR607
693194	MIR609
100847013	MIR5692B
767604	SNORD114-24
100500901	MIR3928
693148	MIR563
85316	BAGE5
85317	BAGE5
693224	MIR639
100302277	MIR548I2
100873856	SNORD116-30
406902	MIR10A
644139	PIRT
9351	SLC9A3R2
101954277	RNVU1-19
100847074	MIR5088
406924	MIR134
100616352	MIR4642
285550	FAM200B
100302213	MIR1181
100500885	MIR3925
407024	MIR29B1
9376	SLC22A8
100616241	MIR4717
100422863	MIR4265
100169753	RNA5S2
100126311	MIR147B
2191	FAP
100847063	MIR548AX
100616439	MIR4658
102466516	MIR6071
693151	MIR566
102466995	MIR7156
100847004	MIR5188
100846993	MIR5009
319139	SNORD56B
619565	SNORA52
102464824	MIR6069
100616270	MIR4651
100423013	MIR4310
574038	MIR431
100616295	MIR4764
25978	CHMP2B
102466725	MIR6744
100616374	MIR4539
652965	SNORA48
100302273	MIR1254-1
619569	SNORA41
100616323	MIR4482
1831	TSC22D3
94163	SNORD38B
143162	FRMPD2
11342	RNF13
100126310	MIR876
100847062	MIR5195
102465876	MIR8079
102465430	MIR6718
8970	HIST1H2BJ
100500918	MIR3651
574462	MIR515-1
574465	MIR515-1
692108	SNORD67
6483	ST3GAL2
100422948	MIR4284
100500822	MIR3937
100302208	MIR1253
102465473	MIR6790
102466864	MIR6516
100337591	SNORA70F
677771	SCARNA4
102465694	MIR7161
91380	SNORD107
100422984	MIR4308
102465488	MIR6814
8676	STX11
102466723	MIR6734
100302224	MIR2110
100422855	MIR4301
692212	SNORD99
26820	SNORD24
693227	MIR642A
100500818	MIR3945
6351	CCL4
147929	ZNF565
100033822	SNORD115-48
406908	MIR124-2
693232	MIR647
102465465	MIR6776
724031	MIR661
103504728	MIR3687-2
100422833	MIR3188
100616421	MIR4689
100302255	MIR1323
31	ACACA
100616161	MIR4795
6203	AC012314.6
100500878	MIR3679
6359	CCL15
677770	SCARNA22
3034	HAL
102465974	MIR6719
100616201	MIR378D1
407055	MIR99A
100126325	MIR935
100616353	MIR4532
100134015	UBOX5-AS1
100616363	MIR4735
406904	MIR1-1
100422869	MIR3152
199	AIF1
100302160	MIR1233-1
11143	KAT7
100616492	MIR378F
100313921	MIR548E
100616219	MIR4765
442904	MIR335
1121	CHM
442912	MIR367
574455	MIR193B
677829	SNORA49
689	BTF3
100302274	MIR1178
100422851	MIR4316
101060691	NUTM2B-AS1
3849	KRT2
100616251	MIR1587
677795	SNORA5B
767609	SNORD114-28
653689	GSTT2B
100616220	MIR4736
724028	MIR658
57116	ZNF695
100616306	MIR378H
100302181	MIR1294
677804	SNORA17
22881	ANKRD6
100033442	SNORD115-5
56893	UBQLN4
100422918	MIR3167
693140	MIR555
100616424	MIR4707
23155	CLCC1
125050	RN7SK
102465691	MIR7154
100616415	MIR4535
767603	SNORD114-23
100847065	MIR5591
22909	FAN1
100847058	MIR5681A
84620	ST6GAL2
28985	MCTS1
100422876	MIR3148
4133	MAP2
102466758	MIR6889
5176	SERPINF1
100302203	MIR1271
1522	CTSZ
8794	TNFRSF10C
594839	SNORA33
102465499	MIR6831
54535	CCHCR1
100500836	MIR3914-2
100500920	MIR3914-2
