gene	term	evidence
GPX1	GO:0001885	IEA
GPX1	GO:0002862	IEA
GPX1	GO:0006144	TAS
GPX1	GO:0006195	TAS
GPX1	GO:0006641	IEA
GPX1	GO:0006749	IDA
GPX1	GO:0006982	IEA
GPX1	GO:0007568	IEA
GPX1	GO:0007605	IEA
GPX1	GO:0008631	IEA
GPX1	GO:0009410	IEA
GPX1	GO:0009609	IEA
GPX1	GO:0009636	IEA
GPX1	GO:0009650	IMP
GPX1	GO:0009749	IEA
GPX1	GO:0010269	IMP
GPX1	GO:0010332	IEA
GPX1	GO:0018158	IEA
GPX1	GO:0019369	TAS
GPX1	GO:0019372	TAS
GPX1	GO:0019372	TAS
GPX1	GO:0032355	IEA
GPX1	GO:0033599	IMP
GPX1	GO:0034599	NAS
GPX1	GO:0035094	IEA
GPX1	GO:0040029	IDA
GPX1	GO:0042311	IEA
GPX1	GO:0042542	IMP
GPX1	GO:0042744	IDA
GPX1	GO:0043154	IMP
GPX1	GO:0043403	IEA
GPX1	GO:0043523	IEA
GPX1	GO:0043534	IEA
GPX1	GO:0044281	TAS
GPX1	GO:0045444	IEA
GPX1	GO:0045454	IDA
GPX1	GO:0048741	IEA
GPX1	GO:0051450	IEA
GPX1	GO:0051593	IEA
GPX1	GO:0051702	IEA
GPX1	GO:0051897	IEA
GPX1	GO:0055086	TAS
GPX1	GO:0060047	IMP
GPX1	GO:0060055	IEA
GPX1	GO:0061136	IDA
GPX1	GO:0090201	IMP
GPX1	GO:1902042	IMP
GPX1	GO:1902176	IEA
GPX1	GO:1902905	ISS
THBD	GO:0007165	IEA
THBD	GO:0007565	IEA
THBD	GO:0007596	TAS
THBD	GO:0007596	TAS
THBD	GO:0007596	TAS
THBD	GO:0010165	IEA
THBD	GO:0010544	TAS
THBD	GO:0030195	TAS
THBD	GO:0032496	IEA
THBD	GO:0050900	TAS
THBD	GO:0051591	IEA
THBD	GO:0051918	TAS
PGK2	GO:0006096	IEA
PGK2	GO:0006096	NAS
PGK2	GO:0016310	ISS
PGK2	GO:0016310	NAS
PGK2	GO:0030317	IEA
PGK2	GO:0098779	IGI
PROS1	GO:0002576	TAS
PROS1	GO:0006508	TAS
PROS1	GO:0007596	TAS
PROS1	GO:0007596	TAS
PROS1	GO:0007596	TAS
PROS1	GO:0010951	TAS
PROS1	GO:0017187	TAS
PROS1	GO:0017187	TAS
PROS1	GO:0030168	TAS
PROS1	GO:0030449	TAS
PROS1	GO:0042730	IEA
PROS1	GO:0043687	TAS
PROS1	GO:0043687	TAS
PROS1	GO:0044267	TAS
PROS1	GO:0045087	TAS
PROS1	GO:0050900	TAS
P4HB	GO:0000302	TAS
P4HB	GO:0006457	IBA
P4HB	GO:0006508	TAS
P4HB	GO:0018401	IDA
P4HB	GO:0030198	TAS
P4HB	GO:0034976	IMP
P4HB	GO:0042157	TAS
P4HB	GO:0042157	TAS
P4HB	GO:0044281	TAS
P4HB	GO:0045454	IEA
P4HB	GO:0071456	IMP
P4HB	GO:1902175	IMP
KLK3	GO:0006508	IEA
KLK3	GO:0007264	TAS
KLK3	GO:0016525	NAS
KLK3	GO:0044267	TAS
H1F0	GO:0006309	TAS
H1F0	GO:0006334	IEA
H1F0	GO:0006915	TAS
H1F0	GO:0006921	TAS
H1F0	GO:0012501	TAS
ASGR1	GO:0006898	TAS
ASGR2	GO:0006898	TAS
ASGR2	GO:0007166	TAS
ASGR2	GO:0009100	IEA
ASGR2	GO:0030282	IEA
ASGR2	GO:0031647	IEA
ASGR2	GO:0055088	IEA
ACYP1	GO:0006796	TAS
CRYGC	GO:0007601	IMP
CRYGC	GO:0007601	IMP
CRYGC	GO:0043010	IEA
CRYGB	GO:0007601	NAS
CRYGB	GO:0070309	IEA
CRYGD	GO:0002088	ISS
CRYGD	GO:0007601	IMP
CRYGD	GO:0007601	IMP
CRYGD	GO:0007601	IMP
CRYGD	GO:0034614	IDA
CRYGD	GO:0070306	ISS
ADH1A	GO:0006066	NAS
ADH1A	GO:0006069	TAS
ADH1A	GO:0006805	TAS
ADH1A	GO:0006805	TAS
ADH1A	GO:0017144	TAS
ADH1A	GO:0044281	TAS
FES	GO:0006468	TAS
FES	GO:0006935	IBA
FES	GO:0007155	IBA
FES	GO:0007169	IBA
FES	GO:0007275	TAS
FES	GO:0007411	TAS
FES	GO:0008283	TAS
FES	GO:0008360	IMP
FES	GO:0008360	IMP
FES	GO:0010976	IMP
FES	GO:0016477	IBA
FES	GO:0018108	IDA
FES	GO:0018108	IDA
FES	GO:0030154	IBA
FES	GO:0030155	IMP
FES	GO:0031116	IMP
FES	GO:0038083	IBA
FES	GO:0042127	IMP
FES	GO:0043304	IMP
FES	GO:0045087	IBA
FES	GO:0045595	IMP
FES	GO:0045639	IMP
FES	GO:0046777	IDA
FES	GO:0060627	TAS
FES	GO:2000145	IMP
FES	GO:2000251	IMP
CSF1R	GO:0001934	IMP
CSF1R	GO:0006954	TAS
CSF1R	GO:0007165	TAS
CSF1R	GO:0007169	ISS
CSF1R	GO:0007275	TAS
CSF1R	GO:0008283	IMP
CSF1R	GO:0008284	IMP
CSF1R	GO:0008284	IMP
CSF1R	GO:0008360	IMP
CSF1R	GO:0018108	IDA
CSF1R	GO:0019221	IMP
CSF1R	GO:0030097	IMP
CSF1R	GO:0030224	TAS
CSF1R	GO:0030225	TAS
CSF1R	GO:0030316	ISS
CSF1R	GO:0030335	ISS
CSF1R	GO:0031529	ISS
CSF1R	GO:0036006	IMP
CSF1R	GO:0036006	IMP
CSF1R	GO:0038145	ISS
CSF1R	GO:0042517	ISS
CSF1R	GO:0045087	IEA
CSF1R	GO:0045124	ISS
CSF1R	GO:0045217	IMP
CSF1R	GO:0046488	ISS
CSF1R	GO:0046777	IDA
CSF1R	GO:0048015	ISS
CSF1R	GO:0060603	TAS
CSF1R	GO:0061098	IMP
CSF1R	GO:0070374	ISS
CSF1R	GO:0071345	ISS
CSF1R	GO:0071902	ISS
CSF1R	GO:0090197	IMP
CSF1R	GO:2000147	IMP
CSF1R	GO:2000249	ISS
CTSD	GO:0006508	IBA
CTSD	GO:0006914	IBA
CTSD	GO:0019886	TAS
CTSD	GO:0022617	TAS
CTSD	GO:0030163	IBA
CTSD	GO:0030198	TAS
CTSD	GO:0030574	TAS
ANXA2	GO:0001525	IEP
ANXA2	GO:0001765	IMP
ANXA2	GO:0001934	IEA
ANXA2	GO:0002091	IDA
ANXA2	GO:0006900	IMP
ANXA2	GO:0007589	IEA
ANXA2	GO:0030199	IEA
ANXA2	GO:0031340	IDA
ANXA2	GO:0032804	IDA
ANXA2	GO:0036035	IDA
ANXA2	GO:0042730	IEA
ANXA2	GO:0043086	IEA
ANXA2	GO:0043086	IDA
ANXA2	GO:0048146	IEA
ANXA2	GO:0051099	IEA
ANXA2	GO:0051290	IDA
ANXA2	GO:0051290	IDA
ANXA2	GO:0072661	IEA
ANXA2	GO:1900121	IDA
ANXA2	GO:2000273	IMP
C8A	GO:0006955	TAS
C8A	GO:0006956	IDA
C8A	GO:0006957	IEA
C8A	GO:0006958	IEA
C8A	GO:0019835	IEA
C8A	GO:0030449	TAS
C8A	GO:0045087	TAS
C8B	GO:0006955	TAS
C8B	GO:0006956	TAS
C8B	GO:0006957	IEA
C8B	GO:0006958	IEA
C8B	GO:0019835	IEA
C8B	GO:0030449	TAS
C8B	GO:0045087	TAS
GP1BA	GO:0000902	IEA
GP1BA	GO:0007155	IDA
GP1BA	GO:0007166	TAS
GP1BA	GO:0007596	IMP
GP1BA	GO:0007596	TAS
GP1BA	GO:0007596	TAS
GP1BA	GO:0007597	TAS
GP1BA	GO:0030168	TAS
GP1BA	GO:0030168	TAS
GP1BA	GO:0030193	TAS
GP1BA	GO:0042730	IDA
GP1BA	GO:0070493	TAS
GP1BA	GO:0070493	TAS
C8G	GO:0006957	IEA
C8G	GO:0006958	IEA
C8G	GO:0019835	IEA
C8G	GO:0030449	TAS
C8G	GO:0045087	TAS
CAPN1	GO:0006508	ISS
CAPN1	GO:0006508	IBA
CAPN1	GO:0008284	TAS
CAPN1	GO:0022617	TAS
CAPN1	GO:0030198	TAS
CAPN1	GO:0032801	IEA
TUBB	GO:0000086	TAS
TUBB	GO:0000278	TAS
TUBB	GO:0006928	TAS
TUBB	GO:0006996	TAS
TUBB	GO:0007017	TAS
TUBB	GO:0008152	IEA
TUBB	GO:0009987	IDA
TUBB	GO:0030705	TAS
TUBB	GO:0042267	NAS
TUBB	GO:0051225	IEA
TUBB	GO:0051258	IEA
TUBB	GO:0051301	TAS
MT1B	GO:0045926	ISS
MT1B	GO:0071294	IEP
CA3	GO:0006730	IEA
CA3	GO:0006979	IEA
CA3	GO:0015701	TAS
CA3	GO:0044281	TAS
CA3	GO:0045471	IEA
IVL	GO:0010224	IDA
IVL	GO:0018149	IDA
IVL	GO:0018153	TAS
IVL	GO:0030216	IDA
IVL	GO:0031424	IEA
PRSS1	GO:0006508	IBA
PRSS1	GO:0006766	TAS
PRSS1	GO:0006767	TAS
PRSS1	GO:0007586	IBA
PRSS1	GO:0009235	TAS
PRSS1	GO:0022617	TAS
PRSS1	GO:0030198	TAS
PRSS1	GO:0044281	TAS
PRSS2	GO:0006508	IDA
PRSS2	GO:0007586	IEA
PRSS2	GO:0022617	TAS
PRSS2	GO:0030198	TAS
PRSS2	GO:0030307	TAS
PRSS2	GO:0030574	IDA
PRSS2	GO:0030574	IMP
PRSS2	GO:0030574	TAS
PRSS2	GO:0045087	TAS
PRSS2	GO:0045785	TAS
GRP	GO:0007165	NAS
GRP	GO:0007218	IDA
CSN3	GO:0007595	IDA
CSN3	GO:0050821	IDA
CSN3	GO:0055085	TAS
CSN3	GO:0055085	TAS
CHRNG	GO:0006810	TAS
CHRNG	GO:0006936	TAS
CHRNG	GO:0007165	TAS
CHRNG	GO:0007268	TAS
CHRNG	GO:0007268	TAS
CHRNG	GO:0042391	IEA
CHRNG	GO:0055085	TAS
CHRNG	GO:0098655	IEA
CHRNG	GO:0098655	IEA
ADRB2	GO:0002024	IEA
ADRB2	GO:0002025	IBA
ADRB2	GO:0002028	IEA
ADRB2	GO:0002032	IDA
ADRB2	GO:0006898	IDA
ADRB2	GO:0007166	TAS
ADRB2	GO:0007171	TAS
ADRB2	GO:0007188	TAS
ADRB2	GO:0007190	IDA
ADRB2	GO:0007267	IBA
ADRB2	GO:0008333	TAS
ADRB2	GO:0009409	IEA
ADRB2	GO:0030501	IEA
ADRB2	GO:0031398	IMP
ADRB2	GO:0031649	IEA
ADRB2	GO:0040015	IEA
ADRB2	GO:0042312	IEA
ADRB2	GO:0043410	IDA
ADRB2	GO:0045453	IEA
ADRB2	GO:0045944	IEA
ADRB2	GO:0045986	IBA
ADRB2	GO:0050873	IEA
ADRB2	GO:0071880	IBA
ADRB2	GO:0098779	IGI
DCN	GO:0001822	IEA
DCN	GO:0001890	IEA
DCN	GO:0005975	TAS
DCN	GO:0007519	IEA
DCN	GO:0007568	IEA
DCN	GO:0009612	IEA
DCN	GO:0009887	TAS
DCN	GO:0010508	IDA
DCN	GO:0019800	IEA
DCN	GO:0022617	TAS
DCN	GO:0030198	TAS
DCN	GO:0030203	TAS
DCN	GO:0030203	TAS
DCN	GO:0030203	TAS
DCN	GO:0030204	TAS
DCN	GO:0030206	TAS
DCN	GO:0030207	TAS
DCN	GO:0030208	TAS
DCN	GO:0032496	IEA
DCN	GO:0042060	IEA
DCN	GO:0044281	TAS
PSAP	GO:0002576	TAS
PSAP	GO:0006665	TAS
PSAP	GO:0006687	TAS
PSAP	GO:0006869	TAS
PSAP	GO:0007596	TAS
PSAP	GO:0019216	IEA
PSAP	GO:0030168	TAS
PSAP	GO:0043085	TAS
PSAP	GO:0043408	IEA
PSAP	GO:0044281	TAS
PSAP	GO:0060736	IEA
PSAP	GO:0060742	IEA
PSAP	GO:0071310	IEA
HEXB	GO:0001501	IEA
HEXB	GO:0005975	TAS
HEXB	GO:0006665	TAS
HEXB	GO:0006687	TAS
HEXB	GO:0006689	IEA
HEXB	GO:0006874	IEA
HEXB	GO:0007040	IEA
HEXB	GO:0007341	IEA
HEXB	GO:0007605	IEA
HEXB	GO:0007626	IEA
HEXB	GO:0008049	IEA
HEXB	GO:0008360	IEA
HEXB	GO:0008654	IEA
HEXB	GO:0009313	IEA
HEXB	GO:0019915	IEA
HEXB	GO:0030203	TAS
HEXB	GO:0030204	TAS
HEXB	GO:0030207	TAS
HEXB	GO:0030212	TAS
HEXB	GO:0030214	TAS
HEXB	GO:0042339	TAS
HEXB	GO:0042340	TAS
HEXB	GO:0042552	IEA
HEXB	GO:0043615	IEA
HEXB	GO:0044267	IEA
HEXB	GO:0044281	TAS
HEXB	GO:0045944	IEA
HEXB	GO:0048477	IEA
HEXB	GO:0050885	IEA
CTSL	GO:0002224	TAS
CTSL	GO:0002250	IEP
CTSL	GO:0006508	IDA
CTSL	GO:0006508	IDA
CTSL	GO:0019882	TAS
CTSL	GO:0019886	TAS
CTSL	GO:0022617	TAS
CTSL	GO:0030198	TAS
CTSL	GO:0030574	IDA
CTSL	GO:0030574	TAS
CTSL	GO:0045087	TAS
CTSL	GO:0051603	IDA
CTSL	GO:0071888	NAS
CTSL	GO:0097067	IEP
PFN1	GO:0001843	IEA
PFN1	GO:0002576	TAS
PFN1	GO:0007596	TAS
PFN1	GO:0010634	IMP
PFN1	GO:0030036	IEA
PFN1	GO:0030168	TAS
PFN1	GO:0030837	IDA
PFN1	GO:0030838	IGI
PFN1	GO:0032232	IMP
PFN1	GO:0032781	IDA
PFN1	GO:0045944	IEA
PFN1	GO:0050434	IEA
PFN1	GO:0050821	IDA
PFN1	GO:0051054	IEA
PFN1	GO:0051496	IEA
PFN1	GO:0051497	IMP
PFN1	GO:0071363	IEA
PFN1	GO:1900029	IMP
BPGM	GO:0005975	NAS
BPGM	GO:0006096	IEA
BPGM	GO:0007585	TAS
BPGM	GO:0016311	IEA
BPGM	GO:0048821	IEA
APRT	GO:0006144	TAS
APRT	GO:0006168	IEA
APRT	GO:0007595	IEA
APRT	GO:0007625	IEA
APRT	GO:0032869	IEA
APRT	GO:0043101	TAS
APRT	GO:0044209	IEA
APRT	GO:0044281	TAS
APRT	GO:0055086	TAS
CD3E	GO:0002669	IEA
CD3E	GO:0006461	NAS
CD3E	GO:0007166	NAS
CD3E	GO:0007169	TAS
CD3E	GO:0007172	TAS
CD3E	GO:0007186	TAS
CD3E	GO:0007584	IEA
CD3E	GO:0031295	TAS
CD3E	GO:0032729	IEA
CD3E	GO:0032753	IEA
CD3E	GO:0035556	TAS
CD3E	GO:0042102	IMP
CD3E	GO:0042110	NAS
CD3E	GO:0042981	NAS
CD3E	GO:0045060	IEA
CD3E	GO:0045086	IEA
CD3E	GO:0045879	IEA
CD3E	GO:0046641	IEA
CD3E	GO:0050731	IEA
CD3E	GO:0050776	TAS
CD3E	GO:0050850	IEA
CD3E	GO:0050852	TAS
CD3E	GO:0097190	IEA
EPRS	GO:0006418	TAS
EPRS	GO:0006418	TAS
EPRS	GO:0006424	IEA
EPRS	GO:0006433	IEA
EPRS	GO:0006461	TAS
EPRS	GO:0010467	TAS
EPRS	GO:0017148	IMP
EPRS	GO:0017148	IDA
EPRS	GO:0071346	IDA
CTSB	GO:0002224	TAS
CTSB	GO:0006508	IDA
CTSB	GO:0006508	IDA
CTSB	GO:0022617	TAS
CTSB	GO:0030198	TAS
CTSB	GO:0030574	IDA
CTSB	GO:0030574	TAS
CTSB	GO:0030855	IEP
CTSB	GO:0042981	TAS
CTSB	GO:0045087	TAS
CTSB	GO:0046697	IEA
CTSB	GO:0050790	IEA
CTSB	GO:0051603	IDA
CTSB	GO:0097067	IEP
LDHC	GO:0005975	IEA
LDHC	GO:0006754	IEA
LDHC	GO:0019244	IEA
LDHC	GO:0019516	IEA
LDHC	GO:0030317	IEA
HSP90AA1	GO:0000086	TAS
HSP90AA1	GO:0000278	TAS
HSP90AA1	GO:0001764	IEA
HSP90AA1	GO:0003009	IEA
HSP90AA1	GO:0006839	TAS
HSP90AA1	GO:0006898	TAS
HSP90AA1	GO:0006898	TAS
HSP90AA1	GO:0006986	NAS
HSP90AA1	GO:0006996	TAS
HSP90AA1	GO:0007165	NAS
HSP90AA1	GO:0007411	TAS
HSP90AA1	GO:0009651	IEA
HSP90AA1	GO:0010592	IEA
HSP90AA1	GO:0010659	IEA
HSP90AA1	GO:0033160	IEA
HSP90AA1	GO:0034605	TAS
HSP90AA1	GO:0038096	TAS
HSP90AA1	GO:0042026	TAS
HSP90AA1	GO:0043627	IEA
HSP90AA1	GO:0044281	TAS
HSP90AA1	GO:0045040	IDA
HSP90AA1	GO:0045087	TAS
HSP90AA1	GO:0045429	ISS
HSP90AA1	GO:0045793	IEA
HSP90AA1	GO:0046209	TAS
HSP90AA1	GO:0048010	TAS
HSP90AA1	GO:0050999	TAS
HSP90AA1	GO:0050999	TAS
HSP90AA1	GO:0051131	IDA
HSP90AA1	GO:0060452	IEA
HSP90AA1	GO:1900034	TAS
GALT	GO:0005975	TAS
GALT	GO:0006012	TAS
GALT	GO:0006258	IEA
GALT	GO:0019388	TAS
GALT	GO:0044281	TAS
HNRNPC	GO:0000398	IC
HNRNPC	GO:0000398	IMP
HNRNPC	GO:0000398	IC
HNRNPC	GO:0000398	TAS
HNRNPC	GO:0001649	IDA
HNRNPC	GO:0008380	TAS
HNRNPC	GO:0010467	TAS
HNRNPC	GO:0043044	IDA
HNRNPC	GO:0070935	IMP
UMOD	GO:0006968	TAS
UMOD	GO:0007157	IDA
UMOD	GO:0007159	IDA
UMOD	GO:0007588	IEA
UMOD	GO:0008285	TAS
UMOD	GO:0010033	IEA
UMOD	GO:0048878	IEA
UMOD	GO:0072218	IEA
UMOD	GO:0072221	IEA
UMOD	GO:0072233	IEA
UMOD	GO:1990266	IDA
UMOD	GO:2000021	IEA
UQCRH	GO:0006119	TAS
UQCRH	GO:0006122	IEA
UQCRH	GO:0009060	TAS
UQCRH	GO:0022904	TAS
UQCRH	GO:0022904	TAS
UQCRH	GO:0044237	TAS
UQCRH	GO:0044281	TAS
UQCRH	GO:0055114	TAS
UQCRH	GO:1902600	IEA
UQCRH	GO:1902600	TAS
LAMB1	GO:0007155	TAS
LAMB1	GO:0007162	IEA
LAMB1	GO:0007411	TAS
LAMB1	GO:0007566	IEA
LAMB1	GO:0021812	IMP
LAMB1	GO:0022617	TAS
LAMB1	GO:0030198	TAS
LAMB1	GO:0030335	IDA
LAMB1	GO:0031175	IDA
LAMB1	GO:0034446	IDA
LAMB1	GO:0035987	IEP
LAMB1	GO:0042476	IDA
LAMB1	GO:0050679	TAS
YES1	GO:0006464	TAS
YES1	GO:0007169	IBA
YES1	GO:0007411	TAS
YES1	GO:0007596	TAS
YES1	GO:0015758	IEA
YES1	GO:0030154	IBA
YES1	GO:0031295	TAS
YES1	GO:0031295	TAS
YES1	GO:0036120	IEA
YES1	GO:0038083	IBA
YES1	GO:0038096	TAS
YES1	GO:0042127	IBA
YES1	GO:0043114	TAS
YES1	GO:0045087	IBA
YES1	GO:0045087	TAS
YES1	GO:0048013	TAS
YES1	GO:0050900	TAS
YES1	GO:0071375	IBA
LYN	GO:0001782	ISS
LYN	GO:0001817	ISS
LYN	GO:0001932	TAS
LYN	GO:0001933	ISS
LYN	GO:0002223	TAS
LYN	GO:0002431	ISS
LYN	GO:0002431	IBA
LYN	GO:0002513	ISS
LYN	GO:0002513	TAS
LYN	GO:0002553	IEA
LYN	GO:0002576	ISS
LYN	GO:0002576	IBA
LYN	GO:0002762	IEA
LYN	GO:0002768	ISS
LYN	GO:0002768	TAS
LYN	GO:0002774	ISS
LYN	GO:0002902	IBA
LYN	GO:0006468	IDA
LYN	GO:0006974	IDA
LYN	GO:0006974	IDA
LYN	GO:0006991	IEA
LYN	GO:0007165	TAS
LYN	GO:0007169	IMP
LYN	GO:0007411	TAS
LYN	GO:0007596	TAS
LYN	GO:0008284	ISS
LYN	GO:0008285	IMP
LYN	GO:0009636	IEA
LYN	GO:0009725	ISS
LYN	GO:0009743	IEA
LYN	GO:0010976	IMP
LYN	GO:0014003	IEA
LYN	GO:0014070	IEA
LYN	GO:0016032	IEA
LYN	GO:0018108	IDA
LYN	GO:0023014	TAS
LYN	GO:0030168	TAS
LYN	GO:0030218	ISS
LYN	GO:0030335	IEA
LYN	GO:0030889	IBA
LYN	GO:0031175	IBA
LYN	GO:0031295	TAS
LYN	GO:0031295	TAS
LYN	GO:0031663	ISS
LYN	GO:0031668	IEA
LYN	GO:0032868	IEA
LYN	GO:0033003	ISS
LYN	GO:0033628	IMP
LYN	GO:0034136	ISS
LYN	GO:0034144	ISS
LYN	GO:0034605	IEA
LYN	GO:0038083	IBA
LYN	GO:0038095	TAS
LYN	GO:0038096	TAS
LYN	GO:0042493	IEA
LYN	GO:0042531	ISS
LYN	GO:0043200	IEA
LYN	GO:0043304	ISS
LYN	GO:0043304	IBA
LYN	GO:0043407	ISS
LYN	GO:0043552	IEA
LYN	GO:0045087	IBA
LYN	GO:0045087	TAS
LYN	GO:0045646	ISS
LYN	GO:0046777	IDA
LYN	GO:0048013	TAS
LYN	GO:0048678	IEA
LYN	GO:0050663	IEA
LYN	GO:0050707	IEA
LYN	GO:0050727	IEA
LYN	GO:0050777	TAS
LYN	GO:0050853	IEA
LYN	GO:0050855	ISS
LYN	GO:0050855	IBA
LYN	GO:0050861	IEA
LYN	GO:0050900	TAS
LYN	GO:0051272	IDA
LYN	GO:0051279	IEA
LYN	GO:0051279	IEA
LYN	GO:0060252	IEA
LYN	GO:0060369	IEA
LYN	GO:0060397	TAS
LYN	GO:0070304	IDA
LYN	GO:0070372	ISS
LYN	GO:0070373	ISS
LYN	GO:0070447	IEA
LYN	GO:0070667	ISS
LYN	GO:0070667	IBA
LYN	GO:0070668	IMP
LYN	GO:0071300	IMP
LYN	GO:0071375	IBA
LYN	GO:0090025	IMP
LYN	GO:0090330	ISS
LYN	GO:0090330	IBA
LYN	GO:0097028	ISS
LYN	GO:0097028	IBA
LYN	GO:1902532	ISS
LYN	GO:2000670	ISS
LYN	GO:2000670	IBA
RET	GO:0000165	IEA
RET	GO:0001657	IEA
RET	GO:0001755	IEA
RET	GO:0001838	IEA
RET	GO:0006468	TAS
RET	GO:0007156	IEA
RET	GO:0007158	IMP
RET	GO:0007165	TAS
RET	GO:0007169	IEA
RET	GO:0007497	TAS
RET	GO:0010976	IMP
RET	GO:0014042	IEA
RET	GO:0018108	IEA
RET	GO:0018108	IEA
RET	GO:0018108	IEA
RET	GO:0018108	TAS
RET	GO:0030155	IDA
RET	GO:0030335	IDA
RET	GO:0033619	IDA
RET	GO:0033630	IDA
RET	GO:0035799	IEA
RET	GO:0042493	IEA
RET	GO:0042551	IEA
RET	GO:0045793	IEA
RET	GO:0045893	ISS
RET	GO:0048265	ISS
RET	GO:0048484	IEA
RET	GO:0050770	IEA
RET	GO:0060041	IEA
RET	GO:0060384	IEA
RET	GO:0061146	ISS
RET	GO:0061146	ISS
RET	GO:0071300	IMP
RET	GO:0072300	ISS
RET	GO:0097021	ISS
RET	GO:2001241	TAS
TPM2	GO:0006936	TAS
TPM2	GO:0030049	TAS
TPM2	GO:0043462	IDA
FH	GO:0006099	IEA
FH	GO:0006099	TAS
FH	GO:0006106	IEA
FH	GO:0044237	TAS
FH	GO:0044237	TAS
FH	GO:0044281	TAS
FH	GO:0048873	IEA
SFTPB	GO:0006665	IEA
SFTPB	GO:0007585	IEA
SFTPB	GO:0009887	TAS
ERCC1	GO:0000718	TAS
ERCC1	GO:0000720	IEA
ERCC1	GO:0001302	IEA
ERCC1	GO:0006281	TAS
ERCC1	GO:0006283	TAS
ERCC1	GO:0006289	IGI
ERCC1	GO:0006289	IDA
ERCC1	GO:0006289	TAS
ERCC1	GO:0006295	IMP
ERCC1	GO:0006296	IMP
ERCC1	GO:0006302	IEA
ERCC1	GO:0006310	IGI
ERCC1	GO:0006312	IMP
ERCC1	GO:0006949	IEA
ERCC1	GO:0006979	IMP
ERCC1	GO:0006979	IMP
ERCC1	GO:0007283	IEA
ERCC1	GO:0007584	IEA
ERCC1	GO:0008283	IEA
ERCC1	GO:0008584	IEA
ERCC1	GO:0009650	IEA
ERCC1	GO:0009744	IEA
ERCC1	GO:0010165	IEA
ERCC1	GO:0010259	IEA
ERCC1	GO:0032205	IMP
ERCC1	GO:0035166	IEA
ERCC1	GO:0035264	IEA
ERCC1	GO:0036297	IEA
ERCC1	GO:0045190	IEA
ERCC1	GO:0048477	IEA
ERCC1	GO:0048568	IEA
ERCC1	GO:0051276	IEA
THBS1	GO:0000187	IMP
THBS1	GO:0001666	NAS
THBS1	GO:0001937	IDA
THBS1	GO:0001937	IMP
THBS1	GO:0001937	IDA
THBS1	GO:0001953	IDA
THBS1	GO:0001953	IDA
THBS1	GO:0002040	IMP
THBS1	GO:0002544	IEP
THBS1	GO:0002576	TAS
THBS1	GO:0002581	IDA
THBS1	GO:0002605	IDA
THBS1	GO:0003151	IEA
THBS1	GO:0003197	IEA
THBS1	GO:0003417	IEA
THBS1	GO:0006493	TAS
THBS1	GO:0006954	IDA
THBS1	GO:0006955	IEP
THBS1	GO:0006986	IEA
THBS1	GO:0007050	IDA
THBS1	GO:0007155	NAS
THBS1	GO:0007596	TAS
THBS1	GO:0009612	IEA
THBS1	GO:0009749	IDA
THBS1	GO:0010595	IDA
THBS1	GO:0010596	IDA
THBS1	GO:0010748	IDA
THBS1	GO:0010751	IDA
THBS1	GO:0010751	IDA
THBS1	GO:0010754	IDA
THBS1	GO:0010757	IDA
THBS1	GO:0010759	ISS
THBS1	GO:0010763	IDA
THBS1	GO:0010811	IEA
THBS1	GO:0016477	IDA
THBS1	GO:0016525	IDA
THBS1	GO:0016525	IDA
THBS1	GO:0016525	IDA
THBS1	GO:0016525	IDA
THBS1	GO:0018149	IDA
THBS1	GO:0030168	TAS
THBS1	GO:0030194	IDA
THBS1	GO:0030198	TAS
THBS1	GO:0030335	IDA
THBS1	GO:0030335	IMP
THBS1	GO:0030511	IDA
THBS1	GO:0030823	IDA
THBS1	GO:0032026	IDA
THBS1	GO:0032570	TAS
THBS1	GO:0032695	IDA
THBS1	GO:0032914	ISS
THBS1	GO:0033574	IEA
THBS1	GO:0034605	NAS
THBS1	GO:0034976	ISS
THBS1	GO:0036066	TAS
THBS1	GO:0040037	IDA
THBS1	GO:0042327	IMP
THBS1	GO:0042493	IEP
THBS1	GO:0042535	IDA
THBS1	GO:0043032	IDA
THBS1	GO:0043066	IDA
THBS1	GO:0043154	IDA
THBS1	GO:0043536	IDA
THBS1	GO:0043537	IDA
THBS1	GO:0043652	IDA
THBS1	GO:0043687	TAS
THBS1	GO:0044267	TAS
THBS1	GO:0045727	IDA
THBS1	GO:0045766	IMP
THBS1	GO:0045766	IMP
THBS1	GO:0048266	ISS
THBS1	GO:0050921	IDA
THBS1	GO:0051592	IDA
THBS1	GO:0051592	IDA
THBS1	GO:0051895	TAS
THBS1	GO:0051897	IDA
THBS1	GO:0051918	IDA
THBS1	GO:0071356	IEA
THBS1	GO:0071363	IEA
THBS1	GO:0071732	IEA
THBS1	GO:1902043	IDA
THBS1	GO:2000353	IDA
THBS1	GO:2000379	IDA
THBS1	GO:2001027	IDA
THBS1	GO:2001237	TAS
RNASE1	GO:0090502	IEA
RNASE1	GO:0090502	TAS
GJB1	GO:0006810	TAS
GJB1	GO:0007267	TAS
GJB1	GO:0007399	TAS
GJB1	GO:0016264	TAS
GJB1	GO:0061024	TAS
SP1	GO:0001503	IEA
SP1	GO:0001829	IEA
SP1	GO:0001889	IEA
SP1	GO:0001892	IEA
SP1	GO:0006351	TAS
SP1	GO:0006355	IDA
SP1	GO:0006355	IDA
SP1	GO:0006367	TAS
SP1	GO:0007179	TAS
